Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
1,49,96.95,64.19,37.24,82.06,9.8,32.65,77.55,46.94,36.73,2.04,0,0,0,0,0,0,2.04,14.29,12.24,0,10.2,8.16,2.04,2.04,0,10.2,6.12,2.04,4.08,0,2.04,4.08,14.29,0,8.16,2.04,0,4.08,0,0,0,0,6.12,4.08,0,2.04,0,0,0,0,0,0,12.24,6.12,0,0,0,0,0,4.08,0,2.04,0,0,0,0,0,0,8.16,0,2.04,6.12,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,2.04,0,0,6.12,20.41,0,0,18.37,2.04,0,0,0,0,8.16,0,0,0,0,0,0,22.45,10.2,2.04,0,0,4.08,6.12,0
1,160,72.3,15.75,75.23,20.23,20,16.88,86.25,70.63,58.13,15,9.38,6.25,0,1.88,0,1.25,5.63,18.13,11.88,0,15,5,7.5,6.25,1.88,14.38,3.13,3.75,1.25,0,0.63,0.63,23.75,0.63,13.75,1.88,1.25,1.88,3.13,1.25,3.13,0,3.13,1.25,1.25,1.88,0,1.25,0,0.63,0.63,0,6.88,2.5,0.63,0.63,0.63,0,1.25,4.38,0,0,0,0,0,0,0,0,2.5,0,0,2.5,0.63,0,1.25,0,0,0,0,0,0,0,0,0,0,1.88,0,0,0,0,0,0.63,8.13,11.25,0.63,0.63,6.88,1.25,0.63,1.25,5,5,1.88,0.63,0.63,0,0.63,0,0,13.75,5,3.75,0,0,3.13,1.88,0
1,142,76.47,64.99,19.49,94.32,15.78,38.73,83.8,58.45,44.37,4.93,1.41,0,0,0,0,0.7,3.52,14.08,6.34,0,11.97,10.56,3.52,5.63,0.7,12.68,11.97,6.34,4.23,2.11,1.41,0.7,19.72,0.7,7.04,1.41,0,0,2.11,0,2.82,0,6.34,5.63,0,3.52,2.82,0,0,0,0,0,18.31,9.86,2.82,2.82,0,0,4.23,7.75,0,2.11,0,0,0,0,0,0,7.04,0,1.41,5.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,1.41,0,0,0,0,2.82,8.45,0.7,1.41,4.93,0.7,0.7,0,2.82,7.04,2.82,0,0,0,0,0,0,13.38,6.34,4.93,0,0,0.7,1.41,0
1,174,84,43.44,21.61,27.87,17.4,32.76,81.03,61.49,48.28,7.47,1.15,0,0,0,0,1.15,6.32,11.49,5.75,0.57,16.09,9.77,2.3,4.6,1.15,13.79,8.05,3.45,2.87,0.57,2.3,0,20.11,0,12.07,1.72,0.57,1.15,5.17,0.57,1.72,0,5.17,2.87,2.3,1.15,1.15,0,0,0,0,0,7.47,3.45,1.15,1.72,0,0,0,3.45,0,1.15,0,0,0.57,0,0,0.57,5.75,0,1.72,3.45,0.57,0,0,0,0,0,0,0,0,0,0,0.57,0,0.57,1.72,0,0,0.57,0.57,0,2.3,10.34,0.57,0.57,6.9,1.72,0,0.57,4.02,1.72,4.6,3.45,0,0,0,0,0,10.34,5.75,4.02,0,0,0.57,0,0
1,277,41.21,14.29,87.83,93.17,21.31,19.49,88.81,68.59,56.32,14.44,10.11,7.94,0,1.08,0,1.08,4.33,17.33,7.94,1.81,11.19,9.75,6.5,6.86,1.08,14.44,7.58,6.14,4.69,2.89,0.72,1.08,25.63,1.81,11.55,2.17,1.81,1.08,1.81,2.89,2.89,0,6.14,5.78,0.36,1.81,1.08,0,0,0,0,0,10.11,5.05,0.36,0.72,0,0,1.08,5.42,0.72,0.72,0,0,0,0,0,0,7.22,0.72,2.89,1.81,2.17,0,2.89,0,0,0,0,0,0,2.53,0,0,0,0,0.36,1.44,0,0,0,0,5.05,10.47,0.72,1.08,6.86,0.72,0,0.72,4.69,6.86,2.53,1.44,0.72,0,0.36,0.36,0,18.05,3.25,6.5,0,1.44,2.53,4.33,0
1,314,61.41,19.08,86.52,4.92,16.53,13.69,92.04,77.39,60.83,15.92,8.92,5.73,1.91,0.32,0,0.96,7.01,14.97,8.6,1.59,17.2,8.6,6.69,6.05,1.27,18.15,7.01,4.78,4.14,2.55,1.59,0,25.16,1.27,13.69,2.23,0.96,2.23,4.46,1.27,3.82,0,4.46,1.27,3.18,1.59,0,1.59,0.32,0,0.32,0,6.37,1.91,0.32,0,0,0,0.96,4.46,0,0,0,0,0.32,0,0,0.32,2.87,0.32,0.96,0.64,0.96,0,3.82,0.32,0,0,0,0,0,2.55,0,0.64,0.32,0.96,0,0,0.32,0,0,0,6.37,13.38,0.32,1.27,9.24,0.32,1.27,0.64,4.14,8.6,3.18,0.64,0,0,0,0,0,16.56,6.69,4.78,0,0,3.5,1.59,0
1,183,87.95,36.93,20.91,9.65,18.3,31.15,81.42,57.38,48.09,8.74,1.09,0,0,0,0,0.55,7.65,17.49,8.74,1.09,14.21,8.74,1.64,4.37,0.55,14.75,3.28,4.37,1.09,0,0.55,0.55,20.22,0,14.21,3.28,2.73,0.55,6.56,0,2.73,0,3.28,1.09,2.19,0.55,0,0,0,0,0,0,5.46,2.73,0,0,0,0,1.09,2.73,0,0,0,0,0,0,0,0,2.73,0,1.09,0.55,1.09,0,6.56,2.19,0.55,0,0,0,0,4.37,0,0,0,0,0.55,0,0,0,1.64,0,2.73,8.74,0.55,0.55,5.46,1.64,0,0.55,2.19,4.37,3.28,3.28,0,0,0,0,0,12.57,5.46,3.83,0,0,0.55,2.73,0
1,197,89.52,61.18,43.79,20.23,24.63,31.98,88.32,63.45,52.28,8.12,2.03,0,0,0,0,1.52,6.09,17.26,10.66,0,17.26,10.15,4.57,4.57,0.51,16.75,3.55,3.05,2.54,0,2.03,0.51,27.92,0,14.21,3.05,2.03,2.54,3.05,0.51,2.54,0,2.03,1.02,1.02,0.51,0,0.51,0,0,0.51,0,13.2,5.58,0,0,0.51,0,3.05,6.6,0,3.05,0,0,0,0,0,0,5.08,0,0,4.06,2.03,0,0,0,0,0,0,0,0,0,0,1.02,0,1.02,0,0,0,0,1.02,0,1.02,10.15,1.02,1.52,6.6,0.51,0,0.51,6.09,9.14,3.55,0,0,0,0,0,0,10.15,4.06,3.55,0,0,2.03,0.51,0
1,200,59.16,84.82,75.94,86.37,16.67,21.5,88.5,69,56,19,12.5,5.5,5.5,1,0,0.5,6.5,17,7.5,1.5,15.5,6.5,5.5,5,0.5,16,2,4,7.5,7,0.5,0,22.5,1.5,11,4.5,0.5,1,2.5,1.5,1.5,1,6,5,0.5,3,2.5,0,0,0,0,0,14,4,0,0,0,0.5,2.5,9.5,1,0,0.5,0.5,0,0,0,0,4,0.5,2,0,1.5,0,3.5,0,0,0,0,0,0,2,0,0,0,1,0,0.5,0,0,0.5,1.5,5.5,13,1.5,1.5,7.5,2,0,2,2.5,8,3.5,0.5,0.5,0,0,0,0.5,22,6,4,0,1.5,4.5,6,0
1,202,78.97,57.76,54.98,85.95,18.36,15.84,84.65,67.82,55.45,11.88,7.92,3.47,2.97,0.99,0.5,0,3.96,15.35,9.9,0.99,15.35,7.92,2.97,7.92,0.5,12.87,6.93,4.95,5.45,4.46,0.5,0.5,20.3,1.98,9.41,1.98,0.5,1.49,2.97,0.99,3.47,0,6.44,5.45,0.99,2.97,1.98,0.99,0.99,0,0,0,8.91,1.98,0.99,0,0,0,0,6.44,0.5,0.5,0,0.5,0,0,0,0,4.95,2.48,0.5,1.49,0.5,0,1.49,0.5,0,0.5,0,0,0,0.99,0,0,0.5,0.5,0,0.5,0,0,0,1.49,7.43,13.37,1.49,1.49,8.91,0.99,0,1.49,1.49,4.95,3.47,0.5,0,0,0,0,0,17.33,4.46,4.95,0,0.99,4.46,2.48,0
1,239,55.77,5.78,91.04,20.23,18.38,15.06,89.54,75.31,58.58,15.9,10.46,7.53,0,1.67,0,1.26,5.44,15.06,7.95,2.09,14.64,9.21,4.18,7.11,0.84,18.41,7.11,6.69,1.67,0.84,0.42,0.42,23.85,1.67,11.3,1.26,0,1.67,3.35,0.42,5.44,0,2.51,1.26,1.26,0.42,0.42,0,0,0,0,0,5.86,2.51,0.42,0,0,0.42,1.67,3.35,0,0,0,0,0.84,0.42,0,0.42,6.69,0.42,2.93,0.84,2.51,0,0.84,0.42,0,0,0,0,0,0,0,0,0.42,1.67,0.84,0.84,0,0,0,0,5.44,13.39,0.42,0.42,10.46,2.09,0,0,2.09,6.69,4.18,1.26,0,0,0,0,0,21.34,5.44,7.11,0,0,2.93,5.86,0
1,107,97.89,34.73,96.38,33.26,13.38,30.84,87.85,53.27,42.99,2.8,0,0,0,0,0,0,2.8,17.76,13.08,0,13.08,6.54,2.8,2.8,0.93,10.28,5.61,2.8,2.8,0.93,1.87,0,17.76,0,8.41,0.93,0.93,0,0.93,0,3.74,0,4.67,2.8,1.87,0,0,0,0,0,0,0,8.41,4.67,0.93,1.87,0,0,0,3.74,0,0.93,0,0,0,0,0,0,7.48,0,2.8,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,1.87,25.23,1.87,1.87,17.76,0.93,2.8,0,3.74,0.93,2.8,2.8,0,0,0,0,0,13.08,7.48,4.67,0,0,0.93,0,0
1,71,94.23,18.73,31.69,83.63,14.2,35.21,81.69,57.75,45.07,2.82,0,0,0,0,0,0,2.82,11.27,11.27,1.41,15.49,9.86,0,8.45,1.41,14.08,8.45,4.23,2.82,0,1.41,1.41,18.31,0,9.86,0,1.41,0,1.41,0,7.04,1.41,4.23,4.23,0,1.41,1.41,0,0,0,0,0,9.86,5.63,1.41,0,0,1.41,1.41,4.23,0,1.41,0,1.41,0,0,0,0,8.45,2.82,1.41,4.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.45,0,1.41,7.04,0,0,0,0,2.82,5.63,0,0,0,0,0,0,15.49,7.04,5.63,0,0,1.41,1.41,0
1,284,55.33,6.39,96.56,58.84,17.75,18.66,87.32,72.89,58.45,15.14,10.21,8.1,0.35,1.06,0,0.35,4.93,16.2,8.8,0,14.44,9.15,4.93,7.04,1.76,16.2,7.04,4.93,1.76,1.06,0.7,0.35,21.48,1.76,8.1,2.46,0.35,0.35,0.35,1.41,2.46,0,4.93,3.52,1.06,1.76,1.41,0,0,0,0,0,6.34,3.52,0.7,0,0,0.35,0.35,2.46,0,0,0,0,0,0,0,0,6.34,1.76,1.76,1.41,1.41,0,1.41,0,0,0,0,0,0,1.06,0,1.06,0,0.35,0.35,0.35,0,0,0,1.06,7.04,12.32,0.35,2.11,9.15,0.35,0,0.7,4.23,6.69,4.93,1.41,0.35,0,0,0.35,0,19.37,4.58,5.28,0,1.41,3.17,4.93,0
1,147,85.3,28.8,51.8,20.23,21,36.73,80.95,60.54,46.94,5.44,1.36,0,0,0,0,1.36,4.08,15.65,8.84,0,13.61,7.48,3.4,8.84,0,12.93,8.84,4.76,0.68,0.68,0,0,23.81,0,17.69,5.44,0.68,0.68,8.16,0,6.12,0,1.36,0.68,0.68,0.68,0,0.68,0,0,0,0,9.52,4.76,0.68,0.68,0.68,0,2.72,4.08,0,1.36,0,0,0,0,0,0,3.4,0,0.68,2.72,0,0,0,0,0,0,0,0,0,0,0,2.04,0.68,0,2.04,0.68,0,0,0,0,1.36,8.16,0,1.36,5.44,1.36,0,0,0.68,3.4,2.72,3.4,0.68,0.68,0,0,0,17.01,4.76,8.84,0,0,1.36,2.04,0
1,83,93.68,74.41,58.31,98.79,13.83,42.17,78.31,46.99,37.35,6.02,1.2,0,0,0,0,0,4.82,13.25,8.43,0,12.05,7.23,2.41,1.2,0,10.84,6.02,2.41,6.02,2.41,3.61,1.2,13.25,0,4.82,1.2,0,1.2,1.2,0,1.2,0,7.23,7.23,0,0,0,0,0,0,0,0,13.25,6.02,1.2,0,0,1.2,0,7.23,0,3.61,0,0,0,0,0,0,4.82,0,1.2,1.2,2.41,0,1.2,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,2.41,0,0,3.61,15.66,1.2,0,14.46,0,0,0,3.61,0,6.02,2.41,0,0,0,0,0,13.25,7.23,3.61,0,0,1.2,1.2,0
1,59,91.67,69.65,7.47,91.11,14.75,35.59,77.97,49.15,38.98,3.39,0,0,0,0,0,0,3.39,10.17,5.08,0,15.25,6.78,1.69,6.78,0,11.86,5.08,1.69,3.39,3.39,0,0,11.86,0,10.17,5.08,0,0,5.08,0,1.69,0,5.08,5.08,0,5.08,5.08,0,0,0,0,0,13.56,6.78,1.69,0,0,0,0,6.78,0,3.39,0,0,0,0,0,0,6.78,1.69,0,5.08,0,0,6.78,0,0,0,0,0,0,6.78,0,0,0,0,0,0,0,0,0,0,3.39,8.47,1.69,0,3.39,3.39,0,0,0,1.69,1.69,0,0,0,0,0,0,18.64,6.78,6.78,0,0,0,5.08,0
1,154,47.05,70.24,93.85,50.09,17.11,16.88,90.26,73.38,59.09,16.88,12.34,5.19,5.19,1.3,0,0.65,4.55,14.94,7.14,0.65,15.58,8.44,5.84,6.49,2.6,18.18,5.84,1.95,7.79,7.14,0.65,0,20.78,1.3,7.14,1.3,0.65,0.65,1.95,1.3,2.6,0,4.55,3.25,1.3,1.3,0.65,0.65,0,0,0,0,10.39,1.3,0.65,0,0,0,0,9.09,0.65,0,0,0.65,0,0,0,0,5.19,1.95,1.3,0.65,1.3,0,1.95,0.65,0,0,0,0,0,0,0,0,0.65,1.95,0,0,0,0,0,0,8.44,18.18,0.65,2.6,11.69,1.95,0,1.3,3.9,8.44,3.9,1.3,0,0,0,0,0,15.58,5.84,3.9,0,0,3.9,1.95,0
1,153,84.33,6.3,65.14,20.23,15.3,29.41,81.05,58.82,44.44,1.96,0,0,0,0,0,0,1.96,13.07,9.15,2.61,10.46,11.11,2.61,5.88,1.31,14.38,9.8,6.54,0.65,0,0.65,0,29.41,0,22.88,2.61,1.31,0.65,8.5,0,9.8,0,2.61,1.31,1.31,0,0,0,0,0,0,0,3.92,1.31,0,0,0,0,0,2.61,0,0.65,0,0,0.65,0,0,0.65,6.54,0,1.31,4.58,1.96,0,1.96,0,0,0,0,0,0,0.65,0,0,0,0.65,0,0.65,0,0,0,0.65,1.96,9.8,0,1.31,5.88,1.31,1.31,0,1.31,0.65,5.23,4.58,0,0,0,0,0,16.34,6.54,4.58,0,0,1.96,3.27,0
1,335,76.19,12.5,82.57,75.91,20.94,18.21,85.37,70.15,56.12,13.73,9.85,7.46,0.3,0.6,0.6,0.9,3.88,17.01,11.04,0,14.33,6.87,4.18,6.87,0.9,16.12,5.07,1.49,2.09,0.9,0.6,0.6,17.01,0.9,8.36,2.99,1.49,1.49,0.9,0.3,2.09,0,3.88,3.58,0,1.49,1.19,0,0,0,0,0,6.27,2.69,0.6,0.3,0,0,0.6,3.58,0,0.3,0.3,0.9,0.3,0,0,0.3,5.37,1.49,2.99,0.3,0,0.6,3.28,0.9,0,0.6,0,0.3,0,1.49,0,0.3,0,0.9,0,0.6,0,0,0,0.9,6.87,15.22,0.6,2.69,7.16,2.09,0.3,2.99,2.99,8.96,1.19,0.3,0.9,0,0.3,0.6,0,20,4.48,5.67,0.6,1.79,2.69,4.78,0
1,220,93.7,40.06,40.67,26.15,18.33,35,77.73,57.27,44.09,5.45,2.27,0,0,0,0,0.91,3.18,14.09,7.73,0.91,15,6.82,0.91,5,0.91,12.27,6.36,5.45,0.91,0,0.45,0.45,16.82,0,12.73,0.45,0.91,0.91,5,0,5.91,0,3.64,1.82,1.36,1.36,0.91,0,0,0,0,0,8.64,1.82,0.45,0,0,0,0.45,6.82,0,3.18,0,0,0.45,0,0,0.45,6.36,0,3.64,1.82,0.91,0,0,0,0,0,0,0,0,0,0,0.45,0.45,0.45,0.91,0,0,0,0.45,0,1.36,11.82,0.45,0,9.55,1.82,0,0,1.82,1.82,3.64,2.27,0,0,0,0,0,13.18,5.45,5.91,0,0,1.36,0.45,0
1,167,74.72,21.39,36.14,47.48,18.56,32.34,82.63,68.26,50.9,8.38,2.4,0,0,0,0,2.4,5.99,13.77,7.19,1.8,13.77,10.78,3.59,4.19,1.8,15.57,8.38,6.59,1.2,0,0.6,0.6,28.74,0.6,20.96,3.59,0.6,2.4,7.19,0.6,6.59,0,4.19,2.99,1.2,0.6,0.6,0,0,0,0,0,7.78,2.99,0.6,0.6,0,0.6,0,4.79,0,1.8,0,0,0.6,0,0,0.6,2.99,0,1.2,0.6,1.2,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0.6,1.2,0,0.6,0,0,1.8,7.19,0.6,0,5.39,1.2,0,0,2.99,2.4,7.78,2.4,0,0,0,0,0,14.97,5.39,5.99,0,0,0.6,2.99,0
1,149,90.41,32.51,23.25,51.21,18.63,33.56,75.84,54.36,42.28,2.68,0.67,0,0,0,0,0,2.01,10.74,8.05,0,14.09,8.05,0.67,9.4,0.67,12.08,6.71,2.01,2.68,1.34,0.67,0.67,18.12,0.67,9.4,2.01,0,0,4.03,0,5.37,0.67,2.01,2.01,0,0,0,0,0,0,0,0,8.72,4.03,0,2.01,0,0,0.67,4.7,0,2.01,0,0,0,0,0,0,6.04,0.67,2.01,3.36,0.67,0,2.01,0,0,0,0,0,0,2.01,0,0,0,0,0,0,0,0,0,0,2.01,7.38,0.67,0.67,4.03,2.01,0,0,2.01,3.36,4.7,1.34,0,0,0,0,0,10.74,5.37,2.68,0,0,1.34,1.34,0
1,159,67.17,4.74,95.84,85.43,26.5,14.47,89.31,66.67,56.6,16.98,11.32,10.69,0,0.63,0,0,5.66,15.09,8.81,1.26,14.47,8.81,2.52,5.03,0.63,16.35,3.14,1.89,3.77,0.63,3.14,0,21.38,0.63,10.69,4.4,2.52,1.89,0.63,1.26,0.63,0,5.66,5.03,0.63,3.14,2.52,0.63,0,0,0.63,0,6.29,2.52,0.63,0.63,0,0,0,1.89,0,0,0,0,1.89,0,0,1.89,6.29,0.63,2.52,2.52,1.26,0,1.26,0,0,0,0,0,0,0,0,0.63,0,0,0.63,0,0,0,0,1.26,5.03,15.72,0,1.26,10.69,0,0.63,3.14,1.89,10.06,1.89,0.63,0,0,0,0,0,14.47,3.14,4.4,0,0.63,2.52,3.77,0
1,186,72.68,4.4,97.01,70.91,16.91,16.13,91.94,75.27,59.14,13.98,9.68,8.6,0.54,0,0,0.54,4.3,19.35,11.29,1.08,13.98,8.06,4.84,5.91,1.08,16.13,6.99,7.53,1.61,1.61,0,0,23.66,1.61,9.68,1.08,1.08,1.61,3.23,1.61,2.15,0,3.76,3.23,0,2.15,1.61,0,0,0,0,0,4.3,1.61,1.08,0,0,0,0.54,1.61,0,0,0,0,0,0,0,0,5.91,0.54,3.76,1.08,0.54,0,1.61,1.08,0,1.08,0,0,0,0.54,0,1.61,0,0.54,0,0,0,0,0,1.61,3.76,15.59,1.08,3.23,10.22,1.08,0,0,4.84,9.68,1.08,0,0,0,0,0,0,16.13,5.38,3.76,0.54,0.54,2.15,3.76,0
