Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
1,74,99,48.08,27.74,98.04,14.8,18.92,90.54,72.97,55.41,2.7,0,0,0,0,0,0,2.7,25.68,22.97,1.35,12.16,12.16,2.7,2.7,0,16.22,12.16,2.7,1.35,0,1.35,0,21.62,0,9.46,1.35,1.35,1.35,4.05,1.35,0,0,6.76,6.76,0,2.7,2.7,0,0,0,0,0,6.76,4.05,0,0,0,0,1.35,1.35,0,0,0,0,0,0,0,0,5.41,0,2.7,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76,16.22,0,0,14.86,1.35,0,0,0,2.7,9.46,0,0,0,0,0,0,9.46,6.76,1.35,0,0,1.35,0,0
1,178,62.5,3.17,95.59,9.43,29.67,16.85,86.52,73.6,57.87,16.29,11.24,9.55,0,0,0,1.69,5.06,16.85,10.11,0,15.17,6.18,6.18,7.3,1.69,17.42,4.49,3.37,1.12,0.56,0.56,0,23.03,0,14.04,3.93,0,2.25,2.81,2.25,2.81,0,3.93,1.12,2.25,2.81,0.56,1.69,0,0.56,1.12,0,4.49,1.12,0.56,0,0,0,0.56,3.37,0,0,0,0,0,0,0,0,3.37,0,1.12,1.12,1.12,0,0.56,0,0,0,0,0,0,0,0,0,0.56,0.56,0,0,0,0,0,0,5.06,15.17,0.56,1.69,7.3,2.25,1.12,2.81,4.49,9.55,0.56,1.69,0,0,0,0,0,16.85,3.37,8.99,0,0,2.81,1.69,0
1,130,96.23,40.06,21.89,87.42,14.44,26.15,85.38,69.23,52.31,3.08,0,0,0,0,0,0,3.08,18.46,13.85,0.77,16.15,11.54,2.31,5.38,0.77,15.38,11.54,3.85,1.54,0.77,0.77,0,22.31,0,9.23,3.08,0.77,0,3.08,0,1.54,0,4.62,4.62,0,2.31,2.31,0,0,0,0,0,8.46,5.38,0.77,0.77,0,0,3.08,2.31,0,0,0,0,0,0,0,0,6.15,0,1.54,4.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,3.85,5.38,0.77,0,4.62,0,0,0,4.62,3.85,9.23,0.77,0,0,0,0,0,14.62,6.92,6.15,0,0,0.77,0.77,0
1,202,70.63,17.81,14.85,7.07,16.83,30.69,80.69,62.87,51.49,8.42,0,0,0,0,0,0,8.42,15.35,8.91,0,12.87,13.37,3.47,4.46,1.49,15.84,8.91,2.97,1.98,0,0.99,1.49,26.73,0,15.84,0.5,1.49,1.98,3.96,0.5,5.94,0,3.47,0.99,2.48,0.99,0,0.99,0,0,0.5,0,5.45,2.48,0,0,0,0.99,0.5,2.97,0,1.49,0,0,0.5,0,0,0.5,4.46,0,0.99,2.97,0.5,0,0,0,0,0,0,0,0,0,0,0.99,0,0,1.49,0,0,0,0,0,1.49,6.93,0,0.5,4.46,0.99,0,0.99,2.97,2.97,7.43,2.97,0,0,0,0,0,14.85,5.94,7.43,0,0,1.49,0,0
1,148,21.37,14.33,55.76,96.19,16.44,21.62,89.86,77.03,60.81,14.19,9.46,8.78,0,0.68,0,0,4.73,14.19,11.49,0.68,8.11,13.51,10.14,8.11,0.68,19.59,8.78,2.7,5.41,2.7,1.35,1.35,29.05,2.03,10.81,2.7,2.7,2.03,2.03,2.03,0.68,0,7.43,6.76,0.68,2.03,1.35,0.68,0,0,0,0,10.81,6.76,1.35,0.68,0,0,1.35,4.05,1.35,0,0,0,0,0,0,0,6.08,0,2.7,2.7,1.35,0,1.35,0,0,0,0,0,0,1.35,0,1.35,0,0,0,0,0,0,0,0,4.05,5.41,0,0.68,4.05,0,0,0,4.05,11.49,1.35,2.7,0,0,0,0,0,18.92,6.08,5.41,0,0,2.7,4.73,0
1,296,70.49,4.23,93.23,2.35,32.89,16.22,93.58,77.7,60.14,13.51,9.46,8.45,0,0,0,1.01,4.05,15.2,9.46,1.69,15.88,9.46,4.39,6.42,1.01,19.93,6.42,6.08,2.36,0.68,1.35,0.34,24.32,0.68,10.81,1.69,1.01,3.04,1.01,0.68,2.7,0,6.08,1.69,4.39,2.7,0.34,2.36,0.34,0.68,0.68,0,4.05,1.69,0,0,0.34,0.34,1.35,2.36,0,0.34,0,0,0,0,0,0,3.04,0.68,1.01,0.68,0.68,0,1.69,0.34,0,0,0,0,0,1.01,0,0,0.68,2.36,0,0,0.34,0,0,0,6.76,14.19,0.68,2.03,9.12,0.34,1.01,1.01,5.41,11.82,0,1.35,0,0,0,0,0,14.19,3.04,8.11,0,0,1.69,1.35,0
1,109,95.92,25.26,26.62,1,12.11,34.86,82.57,51.38,41.28,3.67,0,0,0,0,0,0,3.67,13.76,11.93,0,11.93,11.01,0.92,1.83,0,14.68,6.42,1.83,1.83,0,0.92,0.92,22.02,0,11.01,0.92,1.83,0.92,4.59,0,2.75,0,8.26,1.83,6.42,2.75,0,0.92,0,0,0,0,6.42,6.42,0.92,0,0,0,3.67,0,0,0,0,0,0,0,0,0,3.67,0,2.75,0,0.92,0,7.34,1.83,0.92,0,0,0,0,5.5,0,0,0,0,0.92,0,0,0,3.67,0,2.75,11.93,1.83,0,10.09,0,0,0,1.83,3.67,6.42,1.83,0,0,0,0,0,16.51,8.26,6.42,0,0,0.92,0.92,0
1,146,98.12,52.32,57.62,4.34,24.33,27.4,91.1,63.7,50.68,6.16,0.68,0,0,0,0,0.68,5.48,20.55,15.75,0,15.07,8.22,1.37,4.11,0,15.75,4.11,2.74,4.11,1.37,2.74,0.68,29.45,0.68,13.01,2.05,1.37,2.05,2.05,1.37,3.42,0,2.05,0,2.05,0.68,0,0.68,0,0,0,0,14.38,8.9,1.37,0,0,0,4.79,5.48,0,3.42,0,0,0,0,0,0,6.16,0,0,5.48,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0.68,1.37,0,0,0,0.68,0,2.05,6.16,0,0.68,5.48,0,0,0.68,9.59,10.96,2.05,0.68,0,0,0,0,0,9.59,4.11,4.79,0,0,0.68,0,0
1,133,30.44,24.05,97.09,99,14.78,10.53,93.98,77.44,61.65,21.05,12.78,9.02,3.76,0,0,0,8.27,14.29,8.27,0,12.03,9.02,6.02,6.02,1.5,16.54,7.52,3.76,5.26,5.26,0,0,24.06,1.5,9.02,2.26,0,0.75,0.75,2.26,3.01,0,11.28,10.53,0.75,3.76,3.76,0,0,0,0,0,12.03,4.51,0,0,0,0,0.75,6.77,1.5,0,0,0,0,0,0,0,3.01,0,1.5,0,1.5,0,1.5,0,0,0,0,0,0,1.5,0,1.5,0,0.75,0,0.75,0,0,0,0.75,12.03,11.28,0,0.75,10.53,0,0,0,3.76,10.53,0.75,1.5,0,0,0,0,0,15.79,5.26,6.02,0.75,0.75,1.5,1.5,0
1,223,82.01,6.26,84.73,96.84,27.88,18.83,84.3,69.96,54.26,10.76,7.17,6.73,0,0,0,0.45,3.59,14.8,11.66,0,14.8,7.62,2.69,9.42,0.45,14.8,7.62,4.93,1.79,0.9,0.45,0.45,18.83,1.79,9.42,2.24,0,1.79,1.79,1.35,3.14,0,6.73,6.28,0,3.59,2.69,0,0,0,0,0,4.48,2.69,0.45,0,0,0,0.45,1.79,0,0.9,0,0,0,0,0,0,4.04,2.24,0,0.9,0.9,0,1.35,0.45,0,0.45,0,0,0,0.9,0,0,0.45,2.24,0,0.45,0,0.45,0,1.79,7.17,15.7,1.35,3.59,8.07,1.35,0.45,0.9,1.79,6.28,0.9,0.9,0.45,0,0.45,0,0,17.04,3.14,8.52,0,0.45,2.24,2.69,0
1,313,69.31,2.13,98.61,49.55,34.78,15.65,92.33,73.8,58.15,14.7,10.54,8.95,0,0,0,1.28,4.15,15.97,9.27,1.28,15.97,8.63,4.47,6.39,0.96,15.65,7.99,5.75,2.88,0.96,0.64,1.28,23.96,0.96,12.14,3.51,0,1.6,2.88,1.92,3.51,0.64,6.07,3.83,1.92,2.24,0.32,1.6,0,0,0.32,0,4.79,2.56,0.32,0.32,0,0.96,0,1.6,0,0,0,0,0.64,0.64,0,0,5.11,0.32,1.92,0.32,2.56,0,0.96,0.32,0,0,0,0,0,0,0,0,0,0.32,0.32,0.32,0,0,0,0.64,7.03,15.34,0.96,1.92,10.86,0.64,0.32,1.6,3.19,7.67,2.24,1.28,0,0,0,0,0,16.93,2.88,8.63,0,0,3.19,2.24,0
1,82,94.78,12.11,59.99,58.42,13.67,24.39,89.02,63.41,43.9,4.88,0,0,0,0,0,0,4.88,15.85,14.63,2.44,9.76,13.41,0,0,1.22,24.39,6.1,1.22,1.22,0,1.22,0,29.27,0,12.2,2.44,0,2.44,2.44,0,4.88,0,4.88,3.66,1.22,0,0,0,0,0,0,0,4.88,4.88,0,1.22,0,0,1.22,0,0,0,0,0,0,0,0,0,4.88,0,1.22,3.66,0,0,1.22,1.22,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,2.44,15.85,1.22,1.22,10.98,0,2.44,0,2.44,7.32,10.98,1.22,0,0,0,0,0,12.2,7.32,4.88,0,0,0,0,0
1,80,98.9,26.5,36.72,59.44,16,36.25,75,57.5,45,1.25,0,0,0,0,0,0,1.25,13.75,11.25,1.25,18.75,10,0,5,0,12.5,10,2.5,1.25,0,0,1.25,13.75,0,5,0,0,0,2.5,0,3.75,0,2.5,2.5,0,0,0,0,0,0,0,0,6.25,5,1.25,0,0,1.25,3.75,1.25,0,0,0,1.25,0,0,0,0,5,2.5,1.25,1.25,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,2.5,12.5,0,0,12.5,0,0,0,0,2.5,6.25,0,0,0,0,0,0,15,6.25,5,0,0,1.25,2.5,0
1,248,82.11,2.94,98.27,92.14,31,18.55,87.5,72.98,57.26,12.1,9.68,9.68,0,0,0,0,2.42,13.71,10.89,0,17.34,6.85,6.05,6.45,1.21,16.13,6.05,1.21,0,0,0,0,18.55,0.4,8.87,4.03,1.61,0.4,0.81,2.02,1.21,0,6.45,5.65,0.4,3.23,2.42,0,0,0,0,0,3.63,2.02,0,0,0,0,1.61,1.21,0,0,0,0,0,0,0,0,3.63,1.61,1.21,0,0.81,0,2.42,0,0,0,0,0,0,1.21,0,0,0,0.81,0,0,0,0,0.4,0.4,10.08,18.95,0.4,2.42,10.48,0.81,2.42,2.42,2.42,9.68,2.02,0,0.4,0,0.4,0,0,12.5,3.23,5.24,0,0,2.02,2.02,0
1,98,73.79,28.8,30.48,10.19,14,26.53,82.65,64.29,54.08,9.18,0,0,0,0,0,0,9.18,21.43,14.29,0,10.2,11.22,5.1,6.12,1.02,14.29,8.16,3.06,0,0,0,0,29.59,0,16.33,4.08,1.02,1.02,5.1,1.02,4.08,0,1.02,0,1.02,1.02,0,1.02,0,0,0,0,7.14,4.08,0,0,0,0,2.04,3.06,0,2.04,0,0,0,0,0,0,3.06,0,0,3.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,5.1,0,0,5.1,0,0,0,3.06,2.04,9.18,1.02,1.02,1.02,0,0,0,13.27,7.14,6.12,0,0,0,0,0
1,81,85.73,40.06,20.5,99,13.5,32.1,82.72,56.79,45.68,6.17,0,0,0,0,0,0,6.17,13.58,9.88,0,12.35,14.81,0,3.7,0,17.28,8.64,0,7.41,2.47,3.7,2.47,27.16,0,11.11,3.7,0,3.7,3.7,0,1.23,0,7.41,7.41,0,1.23,1.23,0,0,0,0,0,9.88,7.41,1.23,0,0,1.23,2.47,1.23,0,0,0,0,0,0,0,0,3.7,1.23,1.23,1.23,0,0,1.23,0,0,0,0,0,0,1.23,0,0,0,0,0,0,0,1.23,0,0,2.47,7.41,0,0,7.41,0,0,0,4.94,2.47,9.88,1.23,0,0,0,0,0,13.58,7.41,3.7,0,0,2.47,0,0
1,55,75.94,50.89,2.49,93.39,13.75,36.36,74.55,54.55,47.27,1.82,0,0,0,0,0,0,1.82,16.36,12.73,0,9.09,10.91,5.45,10.91,0,14.55,3.64,0,1.82,1.82,0,0,12.73,0,3.64,1.82,0,0,1.82,0,0,0,5.45,5.45,0,1.82,1.82,0,0,0,0,0,9.09,7.27,1.82,0,0,1.82,3.64,1.82,0,0,0,0,0,0,0,0,7.27,1.82,1.82,3.64,0,0,7.27,0,0,0,0,0,0,7.27,0,0,0,0,0,1.82,0,0,0,0,0,5.45,0,0,5.45,0,0,0,0,1.82,7.27,0,0,0,0,0,0,21.82,7.27,12.73,0,0,0,1.82,0
1,164,29.19,58.22,79,1,27.33,14.02,89.63,76.22,57.32,17.68,12.8,6.71,3.05,1.22,0,1.83,4.88,13.41,4.88,0,13.41,9.15,7.93,5.49,1.83,20.12,6.71,4.88,5.49,5.49,0,0,25,3.05,12.2,4.27,1.22,2.44,1.22,3.66,1.22,0,7.32,1.22,5.49,4.27,0,3.66,0.61,1.22,0.61,0,10.98,2.44,0.61,0,0.61,0,0.61,8.54,0.61,0,0,0.61,0.61,0,0,0.61,4.27,0.61,1.83,0.61,1.22,0,1.22,0.61,0,0,0,0,0,0,0,0,0.61,1.22,0,0,0,0,0.61,0,4.27,14.02,0,1.22,7.32,3.66,0,1.83,4.27,10.37,1.22,0.61,0,0,0,0,0,15.85,3.05,6.1,0,0.61,3.05,3.05,0
1,142,89.52,18.73,74.98,29.74,14.2,28.87,85.21,62.68,50,3.52,0,0,0,0,0,0,3.52,15.49,11.27,3.52,13.38,13.38,2.11,4.93,0.7,17.61,6.34,4.93,2.11,0.7,1.41,0,23.94,0.7,12.68,1.41,0.7,0,7.04,0,4.93,0,3.52,2.11,1.41,0,0,0,0,0,0,0,3.52,2.11,1.41,0,0,0,1.41,1.41,0,0,0,0,0.7,0,0,0.7,6.34,0.7,1.41,2.82,2.82,0,1.41,0,0,0,0,0,0,0.7,0,0,0,0.7,0.7,0,0,0,0,0,2.82,15.49,0,2.11,10.56,1.41,0.7,0,2.82,0.7,10.56,1.41,0,0,0,0,0,14.08,7.04,5.63,0,0,0.7,0.7,0
1,322,49.36,1,98.04,87.79,35.78,18.32,88.51,72.36,58.39,18.01,13.66,11.8,0,0,1.24,0.62,4.35,14.91,9.01,0,14.29,7.14,5.9,7.45,1.55,17.39,5.28,1.55,2.17,1.55,0.31,0.31,19.57,0.62,10.25,4.04,0.93,1.24,0.93,0.31,3.73,0,4.66,4.66,0,1.24,0.93,0,0,0,0,0,5.28,2.48,0.93,0.31,0,0,0.62,2.8,0,0,0.31,1.55,0.62,0,0,0.62,5.28,1.24,3.42,0.31,0,0.31,4.04,0.62,0,0.31,0,0.31,0,2.8,0,1.24,0,0.93,0.62,0.93,0,0,0,0.93,4.66,13.66,1.24,2.17,7.45,1.24,0,1.86,2.8,12.11,0.31,0.93,0,0,0,0,0,14.6,2.8,6.21,0,0,2.48,3.11,0
1,168,55.05,12.55,35.49,47.3,15.27,27.38,85.71,63.69,50.6,4.76,1.79,0,0,0,0,0.6,2.98,13.1,5.95,0,10.71,16.07,1.19,7.14,2.38,19.05,11.9,5.95,2.98,1.19,1.19,0.6,27.98,0,21.43,0.6,0,1.79,9.52,0,8.93,0,4.76,2.98,1.19,1.19,0.6,0,0,0,0,0,8.93,3.57,1.79,0.6,0,0,0,5.36,0,1.79,0,0,0.6,0,0,0.6,8.33,0.6,2.38,2.38,2.98,0,1.19,0,0,0,0,0,0,0,0,0,0.6,0,0.6,0,0,0,0,0,4.76,6.55,0,0,5.36,1.19,0,0,2.98,1.19,1.79,8.33,0,0,0,0,0,16.07,6.55,5.95,0,0,0.6,2.98,0
1,160,82.23,20.71,15.38,78.09,17.78,31.88,85.63,70.63,51.88,6.88,2.5,0,0,0,0,2.5,4.38,14.38,10,1.25,13.75,13.13,0,6.25,1.88,18.13,13.13,5,1.88,1.25,0.63,0,26.25,0,15,3.13,0.63,1.88,4.38,0,5,0,6.25,5,1.25,1.25,1.25,0,0,0,0,0,6.88,3.75,1.88,0,0,0,0.63,3.13,0,0,0,0,0.63,0,0,0.63,4.38,0.63,2.5,0.63,0.63,0,0.63,0,0,0,0,0,0,0,0,1.25,0,0,0.63,0.63,0,0,0,0,1.88,5,0,0,4.38,0.63,0,0,1.88,5.63,7.5,1.25,0,0,0,0,0,15.63,5.63,7.5,0,0,0,2.5,0
1,159,86.71,23.42,15.72,69.7,17.67,30.82,76.73,61.01,45.91,5.03,0,0,0,0,0,0,5.03,17.61,11.32,0,10.69,10.69,0.63,6.29,1.26,13.84,11.32,1.89,2.52,0.63,0.63,1.26,22.01,0,10.69,1.89,0.63,0.63,5.66,0,3.77,0,4.4,3.77,0.63,1.26,1.26,0,0,0,0,0,6.29,4.4,0.63,1.89,0,0,1.26,1.89,0,0.63,0,0,0,0,0,0,4.4,1.26,1.89,1.26,0,0,0.63,0,0,0,0,0,0,0.63,0,0,0,0,0,1.26,0,0,0,0,1.89,6.92,0,0,5.66,1.26,0,0,1.89,2.52,8.81,1.26,0,0,0,0,0,14.47,5.66,6.29,0,0,0.63,1.89,0
1,185,66.85,4.32,97.74,71.16,30.83,18.92,90.81,71.35,58.92,15.14,12.43,10.81,0,1.62,0,0,2.7,14.59,9.73,0.54,15.68,9.19,4.86,5.95,1.08,15.68,5.95,2.7,1.08,0,0.54,0.54,22.7,2.16,11.35,4.32,1.62,2.7,1.08,2.16,1.08,0.54,4.86,3.78,0.54,2.16,1.08,0.54,0,0,0.54,0,4.32,1.62,1.08,0,0,0,0,1.62,0,0,0,0,1.62,0,0,1.62,5.95,0.54,3.78,1.62,0.54,0,0.54,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0.54,1.08,7.03,16.22,0.54,1.08,11.35,0,0.54,2.7,3.24,8.65,1.62,1.08,0,0,0,0,0,14.05,3.24,5.41,0,0,2.7,2.7,0
1,216,68.55,1.45,96.01,87.54,27,13.89,93.52,75.46,59.72,14.35,9.72,9.72,0,0,0,0,4.63,17.13,12.04,0.46,14.35,9.72,4.63,6.94,0.93,17.59,6.48,3.24,0.46,0.46,0,0,21.76,1.85,9.72,2.78,0.93,0.93,2.78,0.93,2.78,0,5.09,4.63,0,1.85,1.39,0,0,0,0,0,4.17,2.78,1.85,0,0,0,0.46,0.46,0,0,0,0,0.46,0,0,0.46,5.56,0.46,3.7,0.93,0.46,0,3.24,0.93,0,0.93,0,0,0,0,0,1.85,0,1.39,0.93,0,0,0,0,0.93,4.17,14.81,0.46,1.39,9.72,0.46,1.39,1.39,2.31,11.11,0.93,1.85,0,0,0,0,0,13.43,3.7,6.48,0,0,1.39,1.85,0
