Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
1,144,78.28,25.13,93.31,1.01,18,22.92,85.42,63.19,50.69,11.11,6.94,4.17,2.08,0,0.69,0,4.17,19.44,11.11,1.39,12.5,5.56,4.86,7.64,0.69,10.42,9.72,3.47,4.86,3.47,0,1.39,18.75,2.08,8.33,0.69,1.39,0,0.69,1.39,4.17,0,6.25,1.39,4.86,0,0,0,0,0,0,0,5.56,1.39,0.69,0,0,0,1.39,4.17,1.39,0,1.39,0,0,0,0,0,2.78,0,1.39,0,1.39,0,6.25,1.39,0,0,0,0,0,4.17,0,0,0,0,0,0,0,0,2.08,0,5.56,15.97,1.39,2.08,11.81,1.39,0,0.69,4.17,6.94,0.69,0.69,0,0,0,0,0,16.67,4.86,6.25,0,2.08,1.39,2.08,0
1,165,54.26,1.58,95.15,3.06,27.5,19.39,88.48,71.52,57.58,15.76,12.73,10.91,0.61,0,0.61,0,3.03,18.18,10.3,1.21,13.33,8.48,1.82,10.91,1.82,19.39,2.42,2.42,1.82,0.61,0.61,0.61,24.85,0.61,10.91,1.82,1.21,2.42,1.21,0.61,4.24,0,3.64,0.61,3.03,1.21,0,1.21,0.61,0,0.61,0,8.48,5.45,0,0,0,1.21,3.64,3.64,0,0.61,0.61,0,0.61,0,0,0.61,5.45,0,0,4.85,1.82,0,0.61,0,0,0,0,0,0,0.61,0,0,0,0.61,0.61,0,0,0.61,1.21,0,1.82,7.27,0.61,1.21,4.85,0,0.61,0.61,7.27,9.7,1.82,0.61,0,0,0,0,0,14.55,3.64,7.27,0,0,2.42,1.21,0
1,70,61.07,48.55,11.24,99,11.67,25.71,81.43,62.86,51.43,11.43,8.57,5.71,2.86,0,0,0,2.86,21.43,12.86,0,5.71,8.57,2.86,7.14,1.43,11.43,7.14,2.86,8.57,4.29,4.29,0,18.57,2.86,1.43,0,0,1.43,0,0,0,0,12.86,11.43,1.43,7.14,7.14,0,0,0,0,0,10,4.29,1.43,0,0,0,0,5.71,1.43,1.43,0,0,0,0,0,0,4.29,0,2.86,0,1.43,0,2.86,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,5.71,5.71,0,0,5.71,0,0,0,1.43,12.86,0,0,0,0,0,0,0,14.29,8.57,4.29,0,0,1.43,0,0
1,118,92.61,73.96,35.69,99,19.67,28.81,74.58,55.93,41.53,5.08,3.39,0,2.54,0,0,0.85,1.69,14.41,11.86,0,11.02,4.24,2.54,8.47,0,5.93,11.02,2.54,5.93,3.39,0.85,1.69,15.25,0,5.93,0.85,0.85,0,0.85,1.69,1.69,0,7.63,7.63,0,2.54,1.69,0,0,0,0,0,9.32,4.24,0.85,0,0,0,0,5.08,0.85,0,0,0,0,0,0,0,5.93,2.54,0.85,1.69,0.85,0,2.54,0.85,0,0.85,0,0,0,1.69,0,0,0,0.85,0,0.85,0,0,0,0.85,5.08,11.02,0,1.69,6.78,0,0,1.69,5.08,3.39,0,0.85,0,0,0,0,0,18.64,5.08,11.02,0,0,0.85,1.69,0
1,137,96.45,8.85,79.34,12.58,22.83,32.12,82.48,57.66,43.07,4.38,1.46,1.46,0,0,0,0,2.92,16.79,8.76,4.38,14.6,4.38,1.46,5.84,0,9.49,9.49,8.03,3.65,0.73,1.46,1.46,19.71,0,14.6,1.46,0,2.92,4.38,0,8.03,0,5.11,2.19,2.92,0.73,0,0,0,0,0,0,5.11,2.92,2.19,0,0,0,0,2.19,0,0.73,0,0,0,0,0,0,8.76,0.73,1.46,3.65,2.92,0,0.73,0.73,0,0,0,0,0,0,0,0,0,0,1.46,2.19,0,0,0,0.73,2.19,11.68,0,3.65,8.76,0.73,0,0,2.19,2.92,2.19,2.19,0,0,0,0,0,15.33,4.38,7.3,0,0,0.73,2.92,0
1,82,66.41,84.96,34.03,37.8,13.67,21.95,86.59,65.85,51.22,12.2,7.32,0,6.1,1.22,0,0,4.88,17.07,12.2,2.44,9.76,12.2,2.44,3.66,2.44,18.29,6.1,2.44,6.1,6.1,0,0,28.05,2.44,10.98,1.22,0,2.44,1.22,1.22,4.88,0,3.66,2.44,1.22,0,0,0,0,0,0,0,9.76,1.22,0,0,0,0,0,8.54,0,0,0,0,0,0,0,0,3.66,0,1.22,2.44,0,0,1.22,1.22,1.22,0,0,0,0,0,0,0,0,1.22,1.22,1.22,0,0,0,0,2.44,12.2,0,1.22,8.54,0,2.44,0,2.44,9.76,4.88,1.22,0,0,0,0,0,14.63,7.32,3.66,0,0,3.66,0,0
1,81,85.73,4.11,83.36,96.49,16.2,32.1,77.78,58.02,45.68,9.88,3.7,3.7,0,0,0,0,6.17,17.28,9.88,3.7,11.11,4.94,1.23,6.17,1.23,8.64,7.41,4.94,2.47,0,1.23,1.23,18.52,0,8.64,0,1.23,0,2.47,0,6.17,0,6.17,6.17,0,1.23,1.23,0,0,0,0,0,3.7,2.47,0,0,0,0,0,1.23,0,0,0,1.23,0,0,0,0,8.64,4.94,1.23,1.23,1.23,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,11.11,0,1.23,9.88,0,1.23,0,2.47,6.17,1.23,0,0,0,0,0,0,16.05,6.17,4.94,0,0,2.47,2.47,0
1,112,96.87,45.34,60.9,96.74,18.67,22.32,85.71,63.39,50.89,8.04,3.57,0.89,0,2.68,0,0,4.46,20.54,15.18,0.89,16.07,6.25,2.68,6.25,0,9.82,8.93,2.68,3.57,0,3.57,0,16.07,0,9.82,1.79,0.89,1.79,1.79,0.89,3.57,0,8.04,7.14,0.89,1.79,1.79,0,0,0,0,0,5.36,2.68,0,0,0,0,0.89,2.68,0,0,0,0,0,0,0,0,4.46,1.79,1.79,0,0.89,0,1.79,0,0,0,0,0,0,1.79,0,0.89,0,0.89,0,0,0,0,0.89,0.89,8.04,13.39,0,1.79,11.61,0,0,0,1.79,0,5.36,0,0,0,0,0,0,16.07,5.36,8.04,0,0,2.68,0,0
1,103,72.33,7.77,97.67,10.58,17.17,25.24,82.52,66.99,52.43,10.68,5.83,4.85,0,0,0,0.97,4.85,18.45,11.65,0.97,10.68,7.77,4.85,6.8,0.97,13.59,8.74,3.88,0.97,0,0,0.97,24.27,0.97,13.59,1.94,1.94,0,3.88,0.97,5.83,0,0.97,0,0.97,0.97,0,0.97,0,0,0,0,6.8,1.94,0,0,0,0,0.97,3.88,0,0.97,0,0,0,0,0,0,2.91,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,0,0,0,0,3.88,14.56,0,0.97,13.59,0.97,0,0,1.94,7.77,2.91,0.97,0.97,0.97,0,0,0,15.53,5.83,8.74,0,0,0,0.97,0
1,87,68.11,13.19,81.15,94.86,14.5,36.78,79.31,56.32,45.98,9.2,4.6,4.6,0,0,0,0,4.6,14.94,8.05,0,10.34,8.05,5.75,5.75,0,9.2,8.05,1.15,5.75,1.15,4.6,1.15,20.69,1.15,4.6,1.15,0,0,0,1.15,2.3,0,5.75,5.75,0,0,0,0,0,0,0,0,6.9,4.6,0,0,0,1.15,0,1.15,0,0,0,0,0,0,0,0,3.45,1.15,0,1.15,1.15,0,1.15,0,0,0,0,0,0,1.15,0,0,0,0,0,1.15,0,1.15,0,0,6.9,11.49,0,0,10.34,0,0,1.15,4.6,1.15,6.9,2.3,0,0,0,0,0,16.09,6.9,6.9,0,0,2.3,0,0
1,63,91.54,7.41,34.16,99,15.75,30.16,80.95,60.32,47.62,6.35,6.35,6.35,0,0,0,0,0,20.63,12.7,1.59,11.11,7.94,1.59,6.35,0,11.11,9.52,4.76,1.59,0,1.59,0,22.22,1.59,7.94,0,1.59,1.59,0,1.59,3.17,0,7.94,7.94,0,3.17,3.17,0,0,0,0,0,4.76,3.17,1.59,0,0,0,0,1.59,0,0,0,0,0,0,0,0,6.35,1.59,1.59,3.17,0,0,4.76,0,0,0,0,0,0,4.76,0,1.59,0,0,1.59,0,0,0,0,0,3.17,9.52,1.59,0,6.35,0,0,1.59,1.59,11.11,1.59,0,0,0,0,0,0,23.81,6.35,14.29,0,0,1.59,1.59,0
1,54,33.38,2.75,92.16,20.23,18,37.04,81.48,68.52,57.41,12.96,9.26,7.41,1.85,0,0,0,3.7,16.67,9.26,0,7.41,11.11,7.41,3.7,3.7,16.67,5.56,0,5.56,3.7,0,1.85,29.63,0,11.11,0,0,0,1.85,1.85,5.56,0,7.41,3.7,3.7,3.7,0,3.7,0,1.85,1.85,0,7.41,3.7,1.85,0,1.85,0,1.85,3.7,1.85,0,0,1.85,0,0,0,0,5.56,1.85,1.85,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,7.41,0,0,7.41,0,0,0,5.56,11.11,0,1.85,0,0,0,0,0,14.81,5.56,7.41,0,0,1.85,0,0
1,151,80.33,8.88,93.55,39.53,21.57,23.84,90.07,66.89,52.98,7.95,3.97,3.97,0,0,0,0,3.97,12.58,8.61,3.31,15.89,8.61,5.96,6.62,0.66,15.89,6.62,2.65,0.66,0.66,0,0,23.84,0,15.23,3.97,0.66,2.65,4.64,0,4.64,0,5.3,3.31,1.99,0,0,0,0,0,0,0,3.97,1.99,0.66,0,0,0,0,1.99,0,0,0,0,0,0,0,0,5.3,0.66,1.32,2.65,1.32,0,1.99,0,0,0,0,0,0,0.66,0,0,0,0.66,1.99,0,0,0,0,0,3.97,16.56,0.66,1.32,11.92,0.66,1.32,0.66,3.31,5.96,3.97,0.66,0,0,0,0,0,14.57,4.64,8.61,0,0,0.66,0.66,0
1,204,84.92,3.04,78.94,80.19,22.67,27.45,82.35,63.73,51.96,15.69,11.76,9.8,0,0,1.47,0,3.92,18.63,12.75,0,13.73,5.88,2.45,4.41,0.98,13.73,3.43,0.49,2.45,0.98,0.49,0.98,17.65,0,9.31,3.43,1.47,1.47,0,0.49,2.94,0,4.41,3.92,0,0.98,0.49,0,0,0,0,0,6.86,3.92,0.49,0.49,0.49,0,0.98,2.94,0,0,0,1.47,0.49,0,0,0.49,6.86,1.47,3.92,0.98,0,0.49,5.39,0.98,0,0.49,0,0.49,0,3.43,0,0,0.49,0,0.98,0,0,0,0,0,1.96,10.29,0.98,1.96,5.39,0.49,0,1.96,1.96,10.78,0.49,0.49,0,0,0,0,0,17.65,4.41,7.84,0,0,2.45,2.94,0
1,233,90.65,70,40.09,25.79,29.13,27.47,83.69,65.24,51.07,8.15,4.29,0,3.43,0,0,0.43,3.86,18.88,13.3,1.29,13.3,8.58,1.72,6.01,1.29,11.59,9.87,6.44,6.01,4.29,0.43,1.29,19.74,0.86,9.44,1.29,0.86,0.86,2.58,0.43,4.29,0,5.15,2.58,2.15,1.29,0.43,0.43,0,0,0.43,0,9.87,2.58,0.86,0,0,0,0.43,7.3,0,0.86,0,0.43,0.43,0,0,0.43,6.01,0.43,2.58,1.29,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0,0,0,0,0,2.58,9.87,0.43,0.43,7.73,1.29,0,0,3.86,5.15,2.58,0.86,0.43,0.43,0,0,0,14.59,3.43,8.15,0,0,1.29,1.72,0
1,165,88.66,16.31,33.4,67.94,18.33,26.67,81.82,66.06,47.88,7.88,3.64,2.42,0,0,0,1.21,4.24,16.97,12.12,2.42,10.91,9.7,0.61,5.45,0,15.15,10.91,6.06,1.82,0.61,1.21,0,21.82,0,12.12,3.03,0.61,3.03,1.21,0,4.24,0,5.45,4.24,1.21,1.82,1.82,0,0,0,0,0,4.24,2.42,1.21,0,0,0.61,0,1.82,0,0,0,0,0.61,0,0,0.61,4.85,0.61,2.42,0.61,1.21,0,1.21,0,0,0,0,0,0,0.61,0,0,0,1.21,1.21,0.61,0,0,1.21,0,6.06,8.48,0,0.61,6.67,0,0,1.21,1.82,10.3,0,1.82,0,0,0,0,0,13.94,5.45,5.45,0,0,1.21,1.82,0
1,183,92.81,87.44,45.42,79.04,16.64,30.05,80.33,61.75,47.54,8.2,6.01,0,6.01,0,0,0,2.19,15.3,13.11,0.55,13.11,4.37,2.19,8.2,0.55,9.84,6.56,2.73,8.74,7.1,0.55,1.64,18.03,0,6.56,2.19,1.09,0.55,0.55,0,3.28,0,4.92,3.83,0,2.19,1.09,0,0,0,0,0,12.02,4.92,1.09,2.19,0,0,1.09,7.1,0,0,0,0,0,0,0,0,5.46,1.09,2.19,1.64,0.55,0,1.09,0,0,0,0,0,0,1.09,0,0,0,0,0,0.55,0,0.55,0,0,4.92,8.2,1.09,1.09,4.92,1.09,0,0.55,6.56,7.1,1.09,0.55,0,0,0,0,0,18.03,6.01,8.74,0,0,1.64,1.64,0
1,109,83.58,11.16,76.05,93.66,27.25,29.36,82.57,61.47,50.46,8.26,6.42,5.5,0,0.92,0,0,1.83,14.68,9.17,1.83,13.76,4.59,2.75,9.17,1.83,8.26,8.26,3.67,1.83,0.92,0,0.92,19.27,0.92,8.26,1.83,1.83,0.92,1.83,0,1.83,0,7.34,6.42,0.92,2.75,1.83,0.92,0,0,0.92,0,7.34,5.5,0.92,0.92,0,0,0.92,1.83,0,0,0,0,2.75,0,0,2.75,7.34,0.92,3.67,1.83,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,11.93,0,0,10.09,0.92,0,0.92,3.67,5.5,1.83,0.92,0,0,0,0,0,11.93,3.67,5.5,0,0,0.92,1.83,0
1,94,93.27,23.21,42.1,97.14,18.8,32.98,84.04,62.77,47.87,3.19,1.06,1.06,0,0,0,0,2.13,17.02,13.83,1.06,12.77,6.38,4.26,8.51,1.06,10.64,8.51,4.26,2.13,1.06,1.06,0,15.96,0,8.51,1.06,1.06,1.06,2.13,0,3.19,0,7.45,6.38,0,6.38,5.32,0,0,0,0,0,6.38,3.19,2.13,0,0,0,0,2.13,0,1.06,0,0,0,0,0,0,8.51,1.06,4.26,2.13,1.06,0,1.06,1.06,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,13.83,2.13,1.06,10.64,0,0,0,1.06,4.26,2.13,2.13,0,0,0,0,0,15.96,5.32,8.51,0,0,1.06,1.06,0
