Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
1,121,57.55,44.96,72.94,1.27,24.2,26.45,87.6,66.12,55.37,13.22,9.09,4.13,3.31,0,0.83,0.83,4.13,18.18,9.09,0.83,10.74,6.61,5.79,7.44,0.83,11.57,8.26,2.48,8.26,4.96,1.65,2.48,21.49,0,11.57,1.65,2.48,1.65,0,0,4.13,0,6.61,1.65,4.96,0,0,0,0,0,0,0,8.26,1.65,0.83,0,0,0,0.83,6.61,1.65,0,1.65,0,0,0,0,0,3.31,0,1.65,0.83,0.83,0,5.79,2.48,0,0,0,0,0,3.31,0,0,0,0.83,0,0,0,1.65,0,0,4.96,13.22,0.83,0,9.92,0,0,2.48,4.13,9.92,0.83,0,0,0,0,0,0,13.22,4.13,5.79,0,0,0,3.31,0
1,157,31.47,1,99,8.39,19.63,19.11,92.36,75.8,62.42,19.11,14.01,11.46,0,0,0.64,1.27,5.1,12.74,7.01,1.27,15.92,10.19,5.1,8.92,2.55,20.38,1.91,3.18,1.91,0.64,1.27,0.64,29.3,0,15.29,1.27,1.91,3.82,3.82,0.64,5.1,0,1.91,0,1.27,1.91,0,1.27,0.64,0,0.64,0,11.46,7.01,0,0,0,0,5.1,4.46,0,0,0.64,0,0.64,0,0,0.64,4.46,0,0,3.82,1.27,0,0.64,0,0,0,0,0,0,0.64,0,1.27,0.64,0.64,0,0,0,0,0.64,0,3.82,10.19,0.64,0,8.28,0.64,0.64,0.64,10.19,10.19,0,2.55,0,0,0,0,0,15.29,5.1,6.37,0,0,3.18,0.64,0
1,64,26.1,31.33,15.38,99,12.8,25,85.94,71.88,57.81,12.5,6.25,4.69,1.56,0,0,0,6.25,14.06,10.94,0,7.81,10.94,9.38,9.38,1.56,14.06,9.38,1.56,6.25,3.13,3.13,0,17.19,1.56,4.69,0,0,1.56,1.56,0,1.56,0,15.63,14.06,1.56,6.25,6.25,0,0,0,0,0,10.94,6.25,1.56,0,0,0,1.56,4.69,1.56,0,0,0,0,0,0,0,4.69,0,3.13,0,1.56,0,1.56,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,4.69,7.81,0,0,7.81,0,0,0,0,10.94,1.56,0,0,0,0,0,0,14.06,7.81,3.13,0,0,1.56,1.56,0
1,102,91.99,45.85,16.46,99,17,26.47,75.49,60.78,45.1,4.9,1.96,0.98,0.98,0,0,0,2.94,10.78,10.78,0,14.71,5.88,2.94,9.8,0,10.78,8.82,2.94,1.96,1.96,0,0,10.78,0,2.94,0,0,0.98,1.96,0,0.98,0,8.82,8.82,0,1.96,1.96,0,0,0,0,0,3.92,1.96,0.98,0,0,0,0,1.96,0,0,0,0,0,0,0,0,7.84,3.92,0,2.94,0.98,0,2.94,1.96,0,1.96,0,0,0,0.98,0,0,0,0,0,0,0,0,0,2.94,4.9,13.73,1.96,0.98,8.82,1.96,0,1.96,1.96,3.92,1.96,0,0,0,0,0,0,16.67,5.88,6.86,0,0,1.96,1.96,0
1,119,89.52,10.33,79.65,20.23,17,26.89,85.71,67.23,46.22,5.88,1.68,1.68,0,0,0,0,4.2,16.81,10.08,3.36,11.76,5.88,3.36,6.72,0,12.61,12.61,8.4,4.2,0.84,0.84,2.52,20.17,0,11.76,1.68,1.68,0.84,2.52,0,5.88,0,3.36,1.68,1.68,0,0,0,0,0,0,0,2.52,1.68,0,0,0,1.68,0,0.84,0,0,0,0,0,0,0,0,9.24,0.84,0.84,2.52,5.04,0,0.84,0.84,0,0,0,0,0,0,0,0.84,0,0,0,1.68,0,0,0,0,2.52,11.76,0,0.84,10.92,0.84,0,0,2.52,3.36,5.04,0.84,0,0,0,0,0,15.13,5.88,5.04,0,0,0,4.2,0
1,88,81.89,78.1,66.42,86.79,17.6,21.59,89.77,69.32,52.27,12.5,5.68,0,4.55,1.14,0,0,6.82,19.32,10.23,2.27,13.64,6.82,4.55,3.41,1.14,17.05,9.09,3.41,7.95,5.68,2.27,0,26.14,3.41,12.5,2.27,0,2.27,2.27,1.14,5.68,0,4.55,4.55,0,0,0,0,0,0,0,0,10.23,2.27,0,0,0,0,0,7.95,0,0,0,0,0,0,0,0,4.55,0,1.14,3.41,0,0,2.27,1.14,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,3.41,13.64,1.14,2.27,10.23,0,1.14,0,2.27,7.95,3.41,0,0,0,0,0,0,15.91,5.68,6.82,0,0,2.27,1.14,0
1,87,79.38,7.18,86.26,74.09,14.5,29.89,75.86,62.07,52.87,10.34,3.45,3.45,0,0,0,0,6.9,19.54,10.34,4.6,11.49,10.34,0,5.75,1.15,13.79,8.05,5.75,2.3,0,1.15,1.15,20.69,0,8.05,0,0,0,3.45,0,4.6,1.15,3.45,3.45,0,2.3,2.3,0,0,0,0,0,2.3,0,0,0,0,0,0,1.15,0,0,0,1.15,0,0,0,0,4.6,1.15,1.15,1.15,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,13.79,0,2.3,11.49,0,0,0,2.3,5.75,4.6,0,0,0,0,0,0,21.84,6.9,6.9,0,0,3.45,4.6,0
1,77,56.86,47.76,32.28,99,19.25,37.66,79.22,61.04,48.05,12.99,5.19,1.3,0,3.9,0,0,7.79,18.18,6.49,0,12.99,6.49,5.19,6.49,2.6,9.09,10.39,1.3,1.3,0,1.3,1.3,16.88,2.6,7.79,1.3,0,0,2.6,2.6,3.9,0,10.39,9.09,0,6.49,3.9,0,0,0,0,0,9.09,3.9,0,0,0,0,0,5.19,0,1.3,0,0,0,0,0,0,5.19,2.6,1.3,0,1.3,0,3.9,0,0,0,0,0,0,3.9,0,0,0,0,1.3,1.3,0,0,0,0,5.19,10.39,1.3,1.3,6.49,0,0,0,1.3,0,3.9,2.6,0,0,0,0,0,19.48,3.9,6.49,0,1.3,5.19,2.6,0
1,100,82.95,12.41,89.39,20.23,16.67,29,85,67,50,10,6,5,0,0,0,1,4,17,8,1,14,4,5,6,1,13,12,5,1,0,0,1,23,0,15,2,2,1,5,1,5,0,6,3,3,1,0,1,0,0,0,0,12,6,0,0,0,0,0,5,0,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,11,1,0,9,1,0,0,5,7,0,2,1,1,0,0,0,14,6,6,0,0,1,1,0
1,71,94.23,32.16,96.56,98.49,14.2,33.8,83.1,54.93,40.85,7.04,2.82,2.82,0,0,0,0,4.23,18.31,11.27,0,11.27,5.63,4.23,1.41,0,7.04,9.86,4.23,5.63,2.82,2.82,0,21.13,1.41,2.82,1.41,0,0,0,0,0,0,7.04,7.04,0,0,0,0,0,0,0,0,11.27,7.04,2.82,0,0,1.41,0,1.41,0,0,0,0,0,0,0,0,5.63,1.41,1.41,1.41,1.41,0,1.41,0,0,0,0,0,0,1.41,0,0,0,0,0,2.82,0,1.41,0,0,2.82,16.9,0,1.41,15.49,0,0,1.41,7.04,5.63,4.23,2.82,0,0,0,0,0,15.49,7.04,2.82,0,0,2.82,2.82,0
1,65,84.67,23.73,88.07,43.1,16.25,26.15,81.54,64.62,47.69,9.23,6.15,4.62,0,0,0,1.54,3.08,18.46,7.69,1.54,13.85,9.23,0,6.15,0,15.38,10.77,4.62,3.08,0,3.08,0,20,1.54,6.15,4.62,0,0,0,0,1.54,0,1.54,1.54,0,0,0,0,0,0,0,0,4.62,1.54,0,0,0,0,0,3.08,0,0,0,0,0,0,0,0,6.15,1.54,1.54,3.08,0,0,3.08,0,0,0,0,0,0,3.08,0,0,0,0,1.54,0,0,0,0,0,7.69,13.85,0,1.54,10.77,0,0,1.54,1.54,13.85,0,0,0,0,0,0,0,16.92,6.15,7.69,0,0,1.54,1.54,0
1,55,75.94,29.95,74.91,20.23,13.75,34.55,80,60,47.27,7.27,7.27,5.45,1.82,0,0,0,0,14.55,9.09,0,10.91,7.27,3.64,9.09,0,10.91,9.09,0,7.27,3.64,0,3.64,23.64,0,12.73,0,0,3.64,1.82,0,1.82,0,3.64,1.82,1.82,1.82,0,1.82,0,0,0,0,9.09,5.45,3.64,0,0,0,1.82,3.64,0,0,0,0,0,0,0,0,7.27,1.82,1.82,3.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45,0,0,0,0,0,3.64,12.73,0,1.82,12.73,0,0,0,3.64,9.09,0,1.82,1.82,1.82,0,0,0,12.73,7.27,1.82,0,0,1.82,1.82,0
1,173,78.04,4.18,94.97,13.97,21.63,21.39,89.02,69.94,55.49,8.67,4.05,2.89,0,0.58,0,0.58,4.62,16.76,10.98,1.73,14.45,9.83,5.78,5.2,2.31,15.61,9.25,3.47,1.16,0.58,0,0.58,25.43,0.58,16.18,1.73,1.73,1.73,4.05,0.58,7.51,0,5.2,2.31,2.89,0.58,0,0.58,0,0,0.58,0,5.2,2.89,0.58,0,0,0,1.73,2.31,0,0,0,0,0,0,0,0,4.05,0.58,0.58,2.89,1.16,0,1.73,0,0,0,0,0,0,0.58,0,0,0,0.58,0,0,0,0,0,0.58,5.2,15.03,0,1.73,10.98,1.16,0.58,0.58,4.05,5.2,3.47,0.58,0,0,0,0,0,13.87,4.62,6.36,0,0,2.31,0.58,0
1,169,86.89,3.2,96.89,95.57,28.17,33.14,81.07,60.36,47.34,14.79,11.83,10.65,0,0,0.59,0.59,2.96,17.16,10.06,0,13.61,1.78,4.73,3.55,0.59,10.06,4.73,0,2.96,1.78,0.59,0.59,13.61,0.59,8.28,4.14,0,0.59,1.18,0,1.78,0,7.1,5.92,0,2.96,1.78,0,0,0,0,0,4.73,2.37,0.59,0.59,0,0,1.18,2.37,0,0,0,0.59,0.59,0,0,0.59,7.1,2.37,3.55,0.59,0,0.59,4.14,1.18,0,0.59,0,0.59,0,2.37,0,0,0,0,0,0.59,0,0,0,1.78,2.96,16.57,1.18,2.37,8.88,1.18,0.59,2.96,1.78,7.1,0,0.59,0,0,0,0,0,15.98,3.55,5.33,0,0,1.18,5.92,0
1,173,86,89.03,52.74,46.42,24.71,27.75,80.92,64.74,50.29,9.25,6.36,0,5.78,0,0,0,2.89,16.76,10.4,1.16,13.87,6.36,2.89,7.51,0.58,12.72,8.09,5.2,8.09,7.51,0.58,0,20.81,0,10.4,1.73,1.73,0.58,1.73,0,5.2,0,4.62,2.89,1.16,2.31,1.16,0.58,0,0,0.58,0,11.56,1.73,0.58,0,0,0,0.58,9.83,0,0.58,0,0,0.58,0,0,0.58,6.94,0.58,2.89,1.73,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,1.16,3.47,10.98,1.16,0,7.51,2.31,0,0,4.62,10.4,0,0,0.58,0.58,0,0,0,13.87,4.05,6.94,0,0,1.73,1.16,0
1,172,85.98,12.98,61.77,87.73,19.11,26.16,84.3,69.19,51.74,9.3,4.07,2.91,0,0.58,0,0.58,5.23,16.86,10.47,1.16,14.53,9.3,2.91,4.65,1.16,15.7,8.72,5.23,1.74,0.58,1.16,0,19.19,0,12.21,4.07,1.16,1.74,1.16,0,4.07,0,5.81,5.23,0.58,1.74,1.74,0,0,0,0,0,5.81,4.07,2.91,0,0,0.58,0,1.74,0,0,0,0,0.58,0,0,0.58,5.23,0.58,2.33,0.58,1.74,0,0.58,0,0,0,0,0,0,0.58,0,1.74,0,0.58,1.16,0.58,0,0,0,0,5.23,10.47,0,1.16,7.56,0,0,1.16,1.74,8.14,0,0.58,0,0,0,0,0,16.28,5.23,6.4,0,0,2.33,2.33,0
1,183,63.46,89.05,41.53,95.94,18.3,27.32,79.23,63.39,51.37,9.29,7.65,0,6.01,0,0.55,0.55,1.64,12.57,8.74,1.09,12.57,6.56,6.01,10.38,1.09,12.02,4.92,3.28,8.74,7.65,0,1.09,19.13,0.55,6.56,0.55,0,1.09,1.09,0,4.37,0,6.01,6.01,0,2.19,2.19,0,0,0,0,0,13.66,4.37,1.64,2.19,0,0,0.55,9.29,0,0,0,0.55,0,0,0,0,5.46,1.09,2.19,1.64,0.55,0,1.09,0,0,0,0,0,0,1.09,0,0,0,1.09,0,0.55,0,0,0.55,0,4.92,8.2,0,0.55,6.56,1.09,0,0.55,6.56,7.65,1.09,0.55,0,0,0,0,0,14.21,5.46,5.46,0,0,1.64,1.64,0
1,111,83.71,11.5,90.13,93.12,27.75,24.32,85.59,62.16,52.25,10.81,6.31,4.5,0,1.8,0,0,4.5,15.32,9.01,0.9,15.32,4.5,1.8,9.01,1.8,8.11,7.21,3.6,1.8,0.9,0,0.9,16.22,0.9,8.11,1.8,1.8,0.9,0.9,0,3.6,0,7.21,6.31,0.9,2.7,1.8,0.9,0,0,0.9,0,7.21,4.5,0,0.9,0,0,0,1.8,0,0,0,0,2.7,0,0,2.7,6.31,0.9,3.6,1.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,3.6,15.32,0,0,12.61,0.9,0,1.8,3.6,1.8,1.8,1.8,0,0,0,0,0,10.81,3.6,4.5,0,0,1.8,0.9,0
1,104,85.02,29.41,85.87,94.96,17.33,25,88.46,65.38,54.81,8.65,5.77,3.85,0,1.92,0,0,2.88,16.35,10.58,1.92,15.38,7.69,5.77,5.77,0.96,12.5,6.73,2.88,0.96,0.96,0,0,17.31,0.96,7.69,0,1.92,0.96,1.92,0.96,2.88,0,6.73,5.77,0,3.85,2.88,0,0,0,0,0,7.69,2.88,1.92,0,0,0,0,3.85,0,0,0,0,0,0,0,0,7.69,0.96,4.81,1.92,0,0,1.92,1.92,0,0.96,0,0,0,0,0,0,0,0,0,0.96,0,0.96,0,0,1.92,21.15,0.96,0,18.27,0.96,0,0.96,0,6.73,1.92,0.96,0,0,0,0,0,13.46,5.77,5.77,0,0,0.96,0.96,0
